moive,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,잘한 점: 제목이 이 영화 그 자체를 보여준다,2
춘향뎐,보기불쾌하다 지금이라도 깜방 못보내냐? 자식 손녀들이 당햇다고생각해봐라,1
닥터 스트레인지: 대혼돈의 멀티버스,히어로물의 단점. 어설프게 만들면 유치하기짝이없다. 를 여지없지 보여준다.,1
닥터 스트레인지: 대혼돈의 멀티버스,돔항쳐……….. 혼돈그자체,2
닥터 스트레인지: 대혼돈의 멀티버스,영화가 전체적으로 딥하고 웡게이말고는 재미요소가 어비쓰,2
닥터 스트레인지: 대혼돈의 멀티버스,ㅈㄴ 재미없 뇌절에 뇌절의 연속임,1
타짜 전설의 땁,살면서 평점 1점대 영화가 나올 수 있을까 했는데 그걸 내가 봐버렸네,1
신비한 동물들과 덤블도어의 비밀,기대했던 내용은 아니엿지만 시리즈를 보기위해 봣습니다,6
이터널스,디즈니 올라와서 봤는데..어이가 없어서 원…딱 5분20초 보고 조용히 껏다진짜… 어이가 없네 ㅠ ㅠ ,2
닥터 스트레인지: 대혼돈의 멀티버스,노잼ㅋ점점 망해가는게 보인다,2
더 배트맨,똥맛 카레,5
닥터 스트레인지: 대혼돈의 멀티버스,콘도그비아라는 새로운 어벤져스 등장함,1
닥터 스트레인지: 대혼돈의 멀티버스,재미대가리 뒤지게 없어요,2
닥터 스트레인지: 대혼돈의 멀티버스,평점보고 불안불안했는디...,6
야차,뭐... 총들고 있다가 주먹질 쳐하고... 주인공들은 총 절대 안맞고 박해수 팔에 총 맞았는데 다리를 못 걷고 ㅋㅋ이게 이해가 가냐? 보는 내내 답답하다,1
닥터 스트레인지: 대혼돈의 멀티버스,스토리도 10점 CG  60점  전체적으로  30점 마블영화 보면서 첨으로 중간에 살짝 졸았네요  기대하지 마시고 보세요,2
메탈 로드,Kirk Hammett 등장에 깜놀.,7
미드나이트,상황이 답답해서 고구마 천개먹는 기분으로 봤네요. 다보고 나서도 넘 답답해서 머리가 띵할정도 ,7
다이빙벨,체계적이지 않은 케케묵은 세습되어 온 그게 문제지..무슨...세월호 배가 빠졌는데  대통령이 일사분란 지휘할수 있나. 정치인들이 그 순간  할수 있나.쉽게 말해서  고속버스가 절벽에 데롱 메달려 있는데 그걸 대통령이 일사분란하게 한다?  정치인들이 한다?? 저건 평소 훈련되지 못한 공관원들과 국가시스템의 문제임..항상 훈련하고 어떤 일이 닥쳤을때 해결하는 문제해결 능력 배양을 위한 수시로 하는 훈련 부족이었음.. 그냥 평소 공무원들 열심히 수시로 훈련하면 되는 상황임.그리고 해운업.항공업.운수업 모든 위험요소를 가지고 있는 곳에서 평소 안전훈련을 많이 해야 할 상황임. 저걸.무슨 대통령이 책임지고..하는게  웃긴.일임..,1
닥터 스트레인지: 대혼돈의 멀티버스,개쓰레기 영화 그 자체돈아깝다 증말,1
블랙 크랩,영화평론가 빙의하지않는이상 까대기할필요없이 그냥 쭉 볼만한 영화.모든영화는 개인차가있는법인데 저는 추천요~,7
존 윅,명성이 자자하길래 기대하고 봤는데 엄청 유치하네. 설정상 전설인데 액션 보면 도대체 그동안 어떻게 살아남았는지 신기함,4
닥터 스트레인지: 대혼돈의 멀티버스,이렇게 연기잘하는 할리우드 배우들을 이런식으로? 약간 일본 호러스트 코믹 (좀비코믹) 물 같은 느낌^^ 아유 돈아까워라,2
닥터 스트레인지: 대혼돈의 멀티버스,30년인생 이런거 처음남겨봄아니무슨 싸이코살인마영화나 코미디좀비물 보는줄알고보니 감독이..다망친듯그냥 화려한 영상미만 ..남음..내용도 출연진도 뭐야 ,4
닥터 스트레인지: 대혼돈의 멀티버스,멀티버스라는 방패뒤에 너무 막나간듯..개연성도 떨어지고 허점도 너무많은 영화,3
미드나이트,취객연기가 쵝오 ㅎㅎㅎ,6
닥터 스트레인지: 대혼돈의 멀티버스,나만유치해서 빵터졌나ㅋㅋ,2
닥터 스트레인지: 대혼돈의 멀티버스,음  마블이니까  기대를 (근데  이  산만함은  뭥미),6
닥터 스트레인지: 대혼돈의 멀티버스,어벤져스 같은 편끼리 싸우네...,6
닥터 스트레인지: 대혼돈의 멀티버스,완다비전 보고 나서 영화보면 착잡 복잡함 완다한테 모든걸 다뺏고도 모자라서 싸이코처럼 병맛 캐릭터로 몰아넣었음마블넘들아 ㅜㅜ이렇게 까지 해야 시원했냐 !!!! ,5
야차,아이돌같은얘들이 나와서 총질하는데 한발도 안맞고... 반전이라고 보여주는것도 소름돋을정도로 놀랍지도않고... 진짜 왜 평점이 낮을가했는데 역시나네;;;,2
닥터 스트레인지: 대혼돈의 멀티버스,좀비물 .. ㅜㅜ 앞으론 마블 안볼듯,2
니 부모 얼굴이 보고 싶다,반전에 반전을 주는 영화였어요 근데 찝찝함…시원한 결말도 아니고 너무 화나고 찝찝한 결말.;; 눈물이 나오다가도 화가 버럭 났어요,7
투 러버스,꿩대신 닭을 선택한 줄 모르고 감동하는 닭,7
닥터 스트레인지: 대혼돈의 멀티버스,중국냄새....ㅜㅜ ,2
닥터 스트레인지: 대혼돈의 멀티버스,걍 노잼이던데? 캐릭터성도 없고,4
닥터 스트레인지: 대혼돈의 멀티버스,관객들이 음표랑 좀비 나올때 실소 터짐,4
이블 데드,왜 30년도 더 된 감성을 마블에 가져오냐,5
미드나이트,고구마 천개는 먹은 기분… 억지 전개…  말못하는 장애인을 너무 답답하고 어리석게 표현 한것 같았음.   비상 위급시에  그들만의 정밀한 표현으로  위험을 알릴 방법이 있을텐데  너무 개연성이 없음  ,1
닥터 스트레인지: 대혼돈의 멀티버스,&amp;lt;완다비전&amp;gt;에 완전히 매료된 사람으로써 완다의 서사를 이렇게 밖에 살리지 못한다는 것이 아쉬움. 이게 너무 크다. 나머지는 뭐 마블이니까,6
닥터 스트레인지: 대혼돈의 멀티버스,발상은 좋았는데 욕심을 좀 내려놨으면 좋았을텐데 cg도 좋고 스토리도 좋았지만 군데군데 싼티나서 아쉽네요,7
닥터 스트레인지: 대혼돈의 멀티버스,킬링타임용으로 좋음. 공포영화라고 하지만 시청자층을 고려해서 가벼운 수준이기 때문에 걱정할 필요없음. 다만 전투씬 연출은 매우 아쉽고 다 보고나면 별 내용이 없었다는 것을 깨닫게 됨...,7
닥터 스트레인지: 대혼돈의 멀티버스,게10노잼 이제 손절-이원재-,2
닥터 스트레인지: 대혼돈의 멀티버스,산만하고 스토리 전개를 위해 다른 요소들을 막갈아넣음,5
보스,쓰레기의 삶을 보여주며 자기의 죄를 미화 할려는 영화 ㅋㅋㅋ 쳐 뒤져라 깡패놈들,1
미드나이트,참 즐거리가  유치하기 짝이 읍네.저것도 영화라고.참  영화인이 만들었다고 믿기가 어려움.한심! ,1
닥터 스트레인지: 대혼돈의 멀티버스,오늘 봤는데 좀 재미없네요 ㅜ,5
미드나이트,"작가,감독 반성하길 최악의영화",2
미드나이트,아? 두통이 왔네 답답해서?연기도 뭐? 그닥 ,4
닥터 스트레인지: 대혼돈의 멀티버스,아니 이걸 애들이랑 어떻게 봐... 12세 이용가 맞냐 ? 이제 마블이 애들 배신하네,6
뜨거운 피,이 좋은 배우들과 스토리 가지고 연출력 똥 감독이 다 망쳣네,4
미드나이트,"영화라고 다 영화가 아니다.들인 돈이 아깝고, 나는 눈이 아깝다.본 영화 중 최악.",2
닥터 스트레인지: 대혼돈의 멀티버스,닥터 스트레인지에  공포와 좀비물 추가!!,6
미드나이트,고구마10000개 먹은거 같아요ㅠㅠ배우들의 열연은 좋았으나 스토리 전환에 인내심의 한계를 극복하지 못했습니다...,4
미드나이트,답답한 영화.  평점 넘 높게 올렸네.,4
미드나이트,이런 상황에 시민들이 보고만 있는다고 ? 영화 잦같이 만들었네  ㅉㅉ,2
미드나이트,개답답 고구마 10000개  발암영화,4
신비한 동물들과 덤블도어의 비밀,그냥 그랬어요 . !,7
니 부모 얼굴이 보고 싶다,설경구 아들도 나쁜 건 맞는데 나머지 셋이 더 악질 아닌가?? 왜 영화는 설경구 아들을 가장 나쁜 놈으로 몰아가는 거 같은지 모르겠음,7
미드나이트,연기는좋지만 너무답답해서 볼수없을정도의 내용과 개연성...;;,2
미드나이트,물없이고구마100개먹기,4
미드나이트,그냥 개연성이 없어요 없음 아예,2
벼랑 위의 포뇨,자기가 하고싶은대로 다해버리는 철없는 아이 이야기... 집도 물에 잠기게 하고 .. 배도 침몰시키고    지맘대로 행동에 답답...  엄마도 참... 고집 쎄다 .. 하지마란거 다 하고 있음. 최악의 망작,1
미드나이트,연출 스토리 영화에 비해 영화배우들이 너무 아까웠다배우들은 진짜 연기를 너무 잘하는데 스토리 무엇????진짜 개답답 왜 억지라는 지 알겠다 현실성1도없네,1
최종병기 활,"표절 영화에 평점 주는것 보소~! 댓글보니 중국 댓글들 보는것같다. 중국이 한국 영화, 음악, 예능 표절하면 개거품 무는것들이 아포칼립토 그냥 대놓고 표절한걸 알면서도  평점 높히 주는것 보면 뭐.. 알만하다.ㅋㅋㅋ",1
미드나이트,남주 죽여블고싶네~연기를 잘한다는 뜻 ^^,4
닥터 스트레인지: 대혼돈의 멀티버스,이렇게 재미없을수도 있네요,4
닥터 스트레인지: 대혼돈의 멀티버스,하...내 마블 돌려줘,2
닥터 스트레인지: 대혼돈의 멀티버스,"그래픽만 화려해졌지, 예전의 낭만은 어디에도 없다.",3
니 부모 얼굴이 보고 싶다,진짜조긑이재미음다보지마라,2
닥터 스트레인지: 대혼돈의 멀티버스,중국풍 공포물 유치함 삼박자ㅎㅎ영상미빼곤 노잼이에여,4
닥터 스트레인지: 대혼돈의 멀티버스,공포영화를 한 편 찍어났고 1편보다는 한참 못함,5
미드나이트,우리나라 치안이 이정도냐  억지를 뒤집어 쒸어서 개연성을 잃어버린 답답함  할말이 이런거면 다른 방법도 있었는데  아쉽다,6
부기나이트,생각햇던것보다 진짜잼없음,1
닥터 스트레인지: 대혼돈의 멀티버스,영상미는 좋으나.. 전개가 산만하고 캐릭터 구축이 아쉽다,6
미드나이트,암 유발하는 영화. 112신고도 안해~도망가는데 막다른 골목으로 도망가..그러라고 해도 못그러겟다이성민 나오는 &amp;#34;목격자&amp;#34;에 이어 암유발하는 영화에요.혹시 주인공들이 지적장애인 설정인가...그럼 이해가 되고. ,4
닥터 스트레인지: 대혼돈의 멀티버스,오픈 더 세사미 밖에 기억안남,6
닥터 스트레인지: 대혼돈의 멀티버스,그냥 재밌는 요소가 별로 없고 살짝 지루했음요 .. ,3
닥터 스트레인지: 대혼돈의 멀티버스,기대를 너무하고 봐서 그런가 너무 실망..,2
리틀 포레스트,내가 이걸 왜 보고있나 그만 볼까 하다 김태리 나오니 걍 다 봐야지 하며 본 영화  나쁘지도 좋지도 않은 걍 먹방 영화,7
베놈 2: 렛 데어 비 카니지,연출과 영상미 멋지지만 스릴러는 그 누구도 찾아 볼수 없는 영화,5
미드나이트,감독님 제발 시나리오 쓰지마세요,2
닥터 스트레인지: 대혼돈의 멀티버스,에혀..마블뽕에 취하고 싶어도 이건 도저히..,2
닥터 스트레인지: 대혼돈의 멀티버스,평범한 헐리우드 공식을 답습한 영화다.,5
닥터 스트레인지: 대혼돈의 멀티버스,캡마랑헐크보다 재미있게 봤음된거지뭐 기대만큼은 아니었지만 ,5
더 배트맨,배트맨 보면서 졸줄이야,6
닥터 스트레인지: 대혼돈의 멀티버스,액션 영화가 아니고 C급 호러 영화인데다 타노스랑 싸웠던 닥터 스트레인지는 어디가고 약해진 닥터 스트레인지만 나오네요..개인적으로 돈 아까웠음,1
닥터 스트레인지: 대혼돈의 멀티버스,개인적으로 연출면에서는 이터널스보다 별로였음..,2
닥터 스트레인지: 대혼돈의 멀티버스,정신건강 중요하신 분들 보지마세요~ 돈낭비 시간낭비 ㅠㅠ ,2
닥터 스트레인지: 대혼돈의 멀티버스,올드하면서 초짜같다.,5
봄날,배우들 연기가 돋보이는 작품입니다.,6
닥터 스트레인지: 대혼돈의 멀티버스,주인공 하는 말 좀 들어라 ,2
신비한 동물들과 덤블도어의 비밀,해리포터까지 망쳐놓는느낌,3
닥터 스트레인지: 대혼돈의 멀티버스,진짜 완다 너어어어무 예쁨근데 영화 수준이 너무 낮아짐.. 제발 1편 감독 돌려내라 제발.,3
내가 살인범이다,막판다되갈 무렵 토론장에서 총 빗나가는 씬부터 개빡쳐서 영화 끔 적당히 꼬아야지 ,1
미나리,결말이 좀…그리고 그냥 영화내내 잔잔함과 눈이 편안해지는 정도 딱 거기까지.. 그렇게 열광할정도는 모르겠어요 사람마다 보는 관점은 다르니까요 개취존중,6
배틀 로얄 2 - 레퀴엠,영화 초반에는 원작을 따라가다가 중반에 뜬금없이 반미영화로 바뀜. 본인들이 저지른 악행들은 생각도 안한채 피해자 코스프레하며 미국 까는 영화 ,1
닥터 스트레인지: 대혼돈의 멀티버스,슈퍼히어로 무비인데 주인공이 역할이 쳐맞는거임?,6
미드나이트,빵점은 없나요?이런 쓰레기같은걸 돈주고 보냐?감독 누구냐?이런 엿같은 영화를 야  배우들한테 무릎꿇고사과해라. 제작자 투자자들한테도관객들이 뇌가 없냐?  어처구니가 없어서시간이 아깝다. 다신 영화판에 발딛지마라.,2
닥터 스트레인지: 대혼돈의 멀티버스,진짜 대혼돈 그 자체 .. ,2
푸른 호수,처음에 오 괜찮은데 했는데 보면 볼수록 답답하고 화남… 정말 좋은 소재를 캐릭터가 너무 답답해서 더 못 살린 느낌… 이 주인공 한해서는 제도를 떠나서 충분히 노력하면 바꿀 수 있는 운명이었다… 우리나라든 세계 어딜가든 노력 안하고 살면 실패하는건 당연한 결과.. 현실성 너무 없고 감정에 좌우되는 캐릭터들 어느 누구하나 이해가는 사람이 없음..;; 캐릭터들만 덜 답답했으면 정말 좋은 영화일듯 ,4
미드나이트,이거 만든 작가.... 진짜 한심하다... ,2
25시,추천해준친구와 크게다퉜습니다.,2
미드나이트,이 영화를 찍은 배우들이 아깝다,1
닥터 스트레인지: 대혼돈의 멀티버스,대혼란... 이럴수가... 모든 영화의 장르가 다 들어감,4
